"","Site_Visnum_Layer","UID","SITE_ID","VISNUM","Col_Date","Col_loc","Latitude","Longitude","REGION","SUBREGIONS","STATE","SAMPYEAR","CHLA..ug.L.","TN..mgN.L.","DIN..mgN.L.","TP..mgP.L.","DIP..mgP.L.","DIN.DIP..Molar.","TN.TP..Molar.","SECCHI_MEAN..m.","TSS..mg.L.","TS_Chla","TS_N","TS_P","TS_SD","TS_Chla_Q","predict_TSI","predict_Cat"
"581","NCCA10-GU10-0009_1_SURFACE",9929,"NCCA10-GU10-0009",1,"6/2/10","SURFACE",13.4552,-215.1631,"Insular","Insular3_GU MP","GU",2010,0.57,0.071,0.001,0.0012,0.0027,NA,NA,14.1,NA,"Oligo","Oligo","Oligo","Eu","Oligo",-321.364145013107,"Oligo"
"582","NCCA10-GU10-0010_1_SURFACE",9930,"NCCA10-GU10-0010",1,"5/4/10","SURFACE",13.4849,-215.2306,"Insular","Insular3_GU MP","GU",2010,0,0.042,0.001,0.0012,0.0027,NA,NA,7.6,NA,"Oligo","Oligo","Oligo","Eu",NA,-342.540076692062,"Oligo"
"583","NCCA10-GU10-0011_1_SURFACE",9931,"NCCA10-GU10-0011",1,"6/2/10","SURFACE",13.2833,-215.2375,"Insular","Insular3_GU MP","GU",2010,1.19,0.066,0.001,0.0012,0.0027,NA,NA,13.9,NA,"Oligo","Oligo","Oligo","Eu","Oligo",-327.011985815575,"Oligo"
"584","NCCA10-GU10-0012_1_SURFACE",9932,"NCCA10-GU10-0012",1,"5/3/10","SURFACE",13.479,-215.2593,"Insular","Insular3_GU MP","GU",2010,0,0.06,0.001,0.0012,0.0027,NA,NA,6.9,NA,"Oligo","Oligo","Oligo","Eu",NA,-308.680597844187,"Oligo"
"585","NCCA10-GU10-0013_1_SURFACE",9933,"NCCA10-GU10-0013",1,"5/24/10","SURFACE",13.4548,-215.3192,"Insular","Insular3_GU MP","GU",2010,1.83,0.073,0.001,0.0012,0.0027,NA,NA,0.9,NA,"Oligo","Oligo","Oligo","Oligo","Meso",-215.270340729548,"Oligo"
"586","NCCA10-GU10-0014_1_SURFACE",9934,"NCCA10-GU10-0014",1,"5/3/10","SURFACE",13.482,-215.2404,"Insular","Insular3_GU MP","GU",2010,0,0.048,0.001,0.0012,0.0027,NA,NA,13.9,NA,"Oligo","Oligo","Oligo","Eu",NA,-353.990387380132,"Oligo"
"587","NCCA10-GU10-0015_1_SURFACE",9935,"NCCA10-GU10-0015",1,"5/26/10","SURFACE",13.4106,-215.3416,"Insular","Insular3_GU MP","GU",2010,0,0.056,0.001,0.0012,0.0027,NA,NA,12.8,NA,"Oligo","Oligo","Oligo","Eu",NA,-337.822873324613,"Oligo"
"588","NCCA10-GU10-0053_1_SURFACE",9938,"NCCA10-GU10-0053",1,"6/1/10","SURFACE",13.2501,-215.3081,"Insular","Insular3_GU MP","GU",2010,0.68,0.057,0.001,0.0012,0.0027,NA,NA,2,NA,"Oligo","Oligo","Oligo","Meso","Oligo",-266.33590946188,"Oligo"
"589","NCCA10-GU10-0054_1_SURFACE",9939,"NCCA10-GU10-0054",1,"5/27/10","SURFACE",13.2461,-215.2963,"Insular","Insular3_GU MP","GU",2010,0.46,0.046,0.001,0.0012,0.0027,NA,NA,11.3,NA,"Oligo","Oligo","Oligo","Eu","Oligo",-349.788191573217,"Oligo"
"590","NCCA10-GU10-0055_1_SURFACE",9940,"NCCA10-GU10-0055",1,"5/27/10","SURFACE",13.2459,-215.2866,"Insular","Insular3_GU MP","GU",2010,0,0.046,0.001,0.0012,0.0027,NA,NA,15.3,NA,"Oligo","Oligo","Oligo","Eu",NA,-361.214009282606,"Oligo"
"591","NCCA10-GU10-0056_1_SURFACE",9941,"NCCA10-GU10-0056",1,"6/28/10","SURFACE",13.602,-215.0808,"Insular","Insular3_GU MP","GU",2010,0.34,0.159,0.034,0.0012,0.0027,NA,NA,17.3,NA,"Oligo","Meso","Oligo","Eu","Oligo",-354.218409659568,"Oligo"
"592","NCCA10-GU10-0057_1_SURFACE",9942,"NCCA10-GU10-0057",1,"6/28/10","SURFACE",13.6007,-215.0745,"Insular","Insular3_GU MP","GU",2010,0.78,0.25,0.023,0.0012,0.0027,NA,NA,8.6,NA,"Oligo","Meso","Oligo","Eu","Oligo",-279.16969770238,"Oligo"
"593","NCCA10-GU10-0058_1_SURFACE",9943,"NCCA10-GU10-0058",1,"5/18/10","SURFACE",13.6094,-215.0939,"Insular","Insular3_GU MP","GU",2010,0,0.044,0.032,0.0012,0.007,10,NA,18.3,NA,"Oligo","Oligo","Oligo","Eu",NA,-487.675739439638,"Oligo"
"594","NCCA10-GU10-0059_1_SURFACE",9944,"NCCA10-GU10-0059",1,"5/18/10","SURFACE",13.621,-215.0998,"Insular","Insular3_GU MP","GU",2010,0.62,0.059,0.018,0.0012,0.006,6.9,NA,7.6,NA,"Oligo","Oligo","Oligo","Eu","Oligo",-410.545536695232,"Oligo"
"595","NCCA10-GU10-0060_1_SURFACE",9945,"NCCA10-GU10-0060",1,"5/18/10","SURFACE",13.6185,-215.0984,"Insular","Insular3_GU MP","GU",2010,0,0.049,0.001,0.0012,0.007,NA,NA,9.9,NA,"Oligo","Oligo","Oligo","Eu",NA,-363.557128584815,"Oligo"
"596","NCCA10-GU10-0061_1_SURFACE",9946,"NCCA10-GU10-0061",1,"5/19/10","SURFACE",13.4773,-215.2977,"Insular","Insular3_GU MP","GU",2010,0,0.036,0.001,0.0012,0.002,NA,NA,24.3,NA,"Oligo","Oligo","Oligo","Eu",NA,-391.827694326554,"Oligo"
"597","NCCA10-GU10-0062_1_SURFACE",9947,"NCCA10-GU10-0062",1,"5/19/10","SURFACE",13.4785,-215.2987,"Insular","Insular3_GU MP","GU",2010,0,0.033,0.022,0.0012,0.003,17.6,NA,19.9,NA,"Oligo","Oligo","Oligo","Eu",NA,-483.836749485426,"Oligo"
"598","NCCA10-GU10-0063_1_SURFACE",9948,"NCCA10-GU10-0063",1,"5/19/10","SURFACE",13.4686,-215.3086,"Insular","Insular3_GU MP","GU",2010,0,0.029,0.001,0.0012,0.0027,NA,NA,20.6,NA,"Oligo","Oligo","Oligo","Eu",NA,-411.511994509591,"Oligo"
"599","NCCA10-GU10-0065_1_SURFACE",9950,"NCCA10-GU10-0065",1,"5/17/10","SURFACE",13.5072,-215.2107,"Insular","Insular3_GU MP","GU",2010,0,0.052,0.025,0.0012,0.003,16.7,NA,13.1,NA,"Oligo","Oligo","Oligo","Eu",NA,-432.936538611336,"Oligo"
"600","NCCA10-GU10-0066_1_SURFACE",9951,"NCCA10-GU10-0066",1,"5/17/10","SURFACE",13.5128,-215.1981,"Insular","Insular3_GU MP","GU",2010,0.4,0.078,0.024,0.0012,0.002,25.6,NA,13.1,NA,"Oligo","Oligo","Oligo","Eu","Oligo",-387.244317365752,"Oligo"
"601","NCCA10-GU10-0067_1_SURFACE",9952,"NCCA10-GU10-0067",1,"5/18/10","SURFACE",13.6286,-215.1058,"Insular","Insular3_GU MP","GU",2010,0,0.035,0.001,0.0012,0.012,NA,NA,14.2,NA,"Oligo","Oligo","Oligo","Eu",NA,-419.301578168554,"Oligo"
"602","NCCA10-GU10-0068_1_SURFACE",9953,"NCCA10-GU10-0068",1,"5/26/10","SURFACE",13.4455,-215.3414,"Insular","Insular3_GU MP","GU",2010,0,0.053,0.001,0.0012,0.0027,NA,NA,14.6,NA,"Oligo","Oligo","Oligo","Eu",NA,-347.44815355183,"Oligo"
"603","NCCA10-GU10-0069_1_SURFACE",9954,"NCCA10-GU10-0069",1,"5/5/10","SURFACE",13.3758,-215.3479,"Insular","Insular3_GU MP","GU",2010,0,0.06,0.001,0.0012,0.0027,NA,NA,4.3,NA,"Oligo","Oligo","Oligo","Eu",NA,-290.850733589289,"Oligo"
"604","NCCA10-GU10-0070_1_SURFACE",9955,"NCCA10-GU10-0070",1,"5/24/10","SURFACE",13.4824,-215.2512,"Insular","Insular3_GU MP","GU",2010,0.41,0.074,0.001,0.0012,0.0027,NA,NA,12.9,NA,"Oligo","Oligo","Oligo","Eu","Oligo",-314.504555773155,"Oligo"
"605","NCCA10-GU10-0071_1_SURFACE",9956,"NCCA10-GU10-0071",1,"5/10/10","SURFACE",13.2485,-215.271,"Insular","Insular3_GU MP","GU",2010,0,0.043,0.022,0.0012,0.002,20.7,NA,12.3,NA,"Oligo","Oligo","Oligo","Eu",NA,-433.012506213891,"Oligo"
"606","NCCA10-GU10-0072_1_SURFACE",9957,"NCCA10-GU10-0072",1,"5/24/10","SURFACE",13.4532,-215.3285,"Insular","Insular3_GU MP","GU",2010,1.48,0.047,0.001,0.0012,0.0027,NA,NA,1.3,NA,"Oligo","Oligo","Oligo","Meso","Oligo",-266.436409069157,"Oligo"
"607","NCCA10-GU10-0073_1_SURFACE",9958,"NCCA10-GU10-0073",1,"5/5/10","SURFACE",13.3881,-215.2225,"Insular","Insular3_GU MP","GU",2010,0,0.032,0.001,0.0012,0.0027,NA,NA,10.6,NA,"Oligo","Oligo","Oligo","Eu",NA,-378.12136526449,"Oligo"
"608","NCCA10-GU10-0074_1_SURFACE",9959,"NCCA10-GU10-0074",1,"5/4/10","SURFACE",13.4879,-215.2332,"Insular","Insular3_GU MP","GU",2010,0,0.042,0.001,0.0012,0.0027,NA,NA,8.1,NA,"Oligo","Oligo","Oligo","Eu",NA,-344.942337156397,"Oligo"
"609","NCCA10-GU10-0075_1_SURFACE",9960,"NCCA10-GU10-0075",1,"5/10/10","SURFACE",13.25,-215.2654,"Insular","Insular3_GU MP","GU",2010,1.3,0.065,0.001,0.0012,0.003,NA,NA,9.3,NA,"Oligo","Oligo","Oligo","Eu","Oligo",-315.819902113364,"Oligo"
"610","NCCA10-GU10-0076_1_SURFACE",9961,"NCCA10-GU10-0076",1,"5/20/10","SURFACE",13.4189,-215.3286,"Insular","Insular3_GU MP","GU",2010,0,0.055,0.016,0.0012,0.0027,NA,NA,0.9,NA,"Oligo","Oligo","Oligo","Oligo",NA,-312.725660224618,"Oligo"
"611","NCCA10-GU10-0077_1_SURFACE",9962,"NCCA10-GU10-0077",1,"5/11/10","SURFACE",13.3574,-215.2266,"Insular","Insular3_GU MP","GU",2010,0,0.042,0.001,0.0012,0.005,NA,NA,6.5,NA,"Oligo","Oligo","Oligo","Eu",NA,-352.238703601587,"Oligo"
"612","NCCA10-GU10-0078_1_SURFACE",9963,"NCCA10-GU10-0078",1,"5/3/10","SURFACE",13.493,-215.2271,"Insular","Insular3_GU MP","GU",2010,2.06,0.06,0.063,0.0012,0.0027,NA,NA,6.1,NA,"Oligo","Oligo","Oligo","Eu","Meso",-413.821706957001,"Oligo"
"613","NCCA10-GU10-0079_1_SURFACE",9964,"NCCA10-GU10-0079",1,"5/10/10","SURFACE",13.26,-215.3271,"Insular","Insular3_GU MP","GU",2010,0,0.054,0.001,0.0012,0.0027,NA,NA,13.4,NA,"Oligo","Oligo","Oligo","Eu",NA,-342.630970902169,"Oligo"
"614","NCCA10-GU10-0080_1_SURFACE",9965,"NCCA10-GU10-0080",1,"5/5/10","SURFACE",13.3803,-215.3494,"Insular","Insular3_GU MP","GU",2010,0,0.047,0.001,0.0012,0.0027,NA,NA,10.4,NA,"Oligo","Oligo","Oligo","Eu",NA,-344.837042437841,"Oligo"
"615","NCCA10-GU10-0081_1_SURFACE",9966,"NCCA10-GU10-0081",1,"5/11/10","SURFACE",13.3495,-215.2262,"Insular","Insular3_GU MP","GU",2010,0,0.062,0.001,0.0012,0.006,NA,NA,11.1,NA,"Oligo","Oligo","Oligo","Eu",NA,-344.034679284548,"Oligo"
"616","NCCA10-GU10-0082_1_SURFACE",9967,"NCCA10-GU10-0082",1,"5/25/10","SURFACE",13.6252,-215.1631,"Insular","Insular3_GU MP","GU",2010,0,0.075,0.001,0.0012,0.0027,NA,NA,10.6,NA,"Oligo","Oligo","Oligo","Eu",NA,-305.963588704486,"Oligo"
"617","NCCA10-GU10-0083_1_SURFACE",9968,"NCCA10-GU10-0083",1,"5/20/10","SURFACE",13.4436,-215.3538,"Insular","Insular3_GU MP","GU",2010,0,0.04,0.001,0.0012,0.0027,NA,NA,10.4,NA,"Oligo","Oligo","Oligo","Eu",NA,-358.499174233687,"Oligo"
"618","NCCA10-GU10-0084_1_SURFACE",9969,"NCCA10-GU10-0084",1,"5/12/10","SURFACE",13.4207,-215.2146,"Insular","Insular3_GU MP","GU",2010,0,0.047,0.001,0.0012,0.0027,NA,NA,3.1,NA,"Oligo","Oligo","Oligo","Eu",NA,-299.201512709901,"Oligo"
"619","NCCA10-GU10-0085_1_SURFACE",9970,"NCCA10-GU10-0085",1,"5/4/10","SURFACE",13.4801,-215.26,"Insular","Insular3_GU MP","GU",2010,0,0.045,0.001,0.0012,0.0027,NA,NA,16.3,NA,"Oligo","Oligo","Oligo","Eu",NA,-365.463039435528,"Oligo"
"620","NCCA10-LSB002S_1_SURFACE",9971,"NCCA10-LSB002S",1,"8/30/10","SURFACE",37.4791,-122.0779,"West","West3_San Fran","CA",2010,9.49,0.846,0.336,0.35,0.317,2.3,5.3,0.6,NA,"Meso","Meso","Eu","Oligo","Eu",148.584800765814,"Eu"
"621","NCCA10-LSB016S_1_SURFACE",9972,"NCCA10-LSB016S",1,"8/30/10","SURFACE",37.4925,-122.0806,"West","West3_San Fran","CA",2010,10.68,0.824,0.272,0.341,0.296,2,5.3,0.5,NA,"Meso","Meso","Eu","Oligo","Eu",158.707473419165,"Eu"
"622","NCCA10-LSB082S_1_SURFACE",9973,"NCCA10-LSB082S",1,"8/30/10","SURFACE",37.4766,-122.076,"West","West3_San Fran","CA",2010,7.84,1.193,0.442,0.409,0.36,2.7,6.4,0.6,NA,"Meso","Eu","Eu","Oligo","Eu",178.299154497714,"Eu"
"623","NCCA10-LSB108S_1_SURFACE",9974,"NCCA10-LSB108S",1,"8/30/10","SURFACE",37.4775,-122.1011,"West","West3_San Fran","CA",2010,9.11,1.018,0.475,0.433,0.347,3,5.2,0.5,NA,"Meso","Eu","Eu","Oligo","Eu",174.813411502461,"Eu"
"624","NCCA10-SB002S_1_SURFACE",10030,"NCCA10-SB002S",1,"8/31/10","SURFACE",37.6102,-122.1673,"West","West3_San Fran","CA",2010,8.88,0.68,0.25,0.286,0.207,2.7,5.3,0.4,NA,"Meso","Meso","Eu","Oligo","Eu",149.62193382062,"Eu"
"625","NCCA10-SB016S_1_SURFACE",10031,"NCCA10-SB016S",1,"8/27/10","SURFACE",37.6609,-122.1814,"West","West3_San Fran","CA",2010,7.65,0.65,0.194,0.281,0.233,1.8,5.1,0.5,NA,"Meso","Meso","Eu","Oligo","Eu",139.857648290578,"Eu"
"626","NCCA10-SB060S_1_SURFACE",10032,"NCCA10-SB060S",1,"8/27/10","SURFACE",37.5889,-122.2399,"West","West3_San Fran","CA",2010,5.26,0.725,0.321,0.256,0.242,2.9,6.3,0.8,NA,"Meso","Meso","Eu","Oligo","Eu",110.456810465667,"Eu"
"627","NCCA10-SB106S_1_SURFACE",10033,"NCCA10-SB106S",1,"8/27/10","SURFACE",37.5861,-122.191,"West","West3_San Fran","CA",2010,13.4,0.576,0.121,0.26,0.23,1.2,4.9,0.8,NA,"Meso","Meso","Eu","Oligo","Hyper",119.209807155755,"Eu"
"628","NCCA10-SCRO-10375_1_SURFACE",10034,"NCCA10-SCRO-10375",1,"7/21/10","SURFACE",32.5245,-80.3598,"Southeast","SE2_SE Barrier Is","SC",2010,7.56,0.476,0.027,0.069,0.038,1.6,15.2,1,NA,"Meso","Meso","Meso","Oligo","Eu",78.7544191331879,"Meso"
"629","NCCA10-SCRO-10376_1_SURFACE",10036,"NCCA10-SCRO-10376",1,"8/4/10","SURFACE",32.9367,-79.6272,"Southeast","SE2_SE Barrier Is","SC",2010,12.03,0.461,0.043,0.076,0.036,2.6,13.4,0.9,NA,"Meso","Meso","Meso","Oligo","Hyper",75.9244232838612,"Meso"
"630","NCCA10-SCRO-10379_1_SURFACE",10038,"NCCA10-SCRO-10379",1,"7/20/10","SURFACE",32.6694,-80.1236,"Southeast","SE2_SE Barrier Is","SC",2010,11.91,0.54,0.027,0.069,0.037,1.6,17.3,0.8,NA,"Meso","Meso","Meso","Oligo","Hyper",98.5295534175261,"Eu"
"631","NCCA10-SCRO-10380_1_SURFACE",10039,"NCCA10-SCRO-10380",1,"8/3/10","SURFACE",33.2837,-79.2675,"Southeast","SE2_SE Barrier Is","SC",2010,17.47,0.865,0.301,0.074,0.033,20.1,25.9,0.7,NA,"Meso","Meso","Meso","Oligo","Hyper",87.4556305855234,"Eu"
"632","NCCA10-SCRO-10382_1_SURFACE",10040,"NCCA10-SCRO-10382",1,"8/10/10","SURFACE",32.2903,-80.7008,"Southeast","SE2_SE Barrier Is","SC",2010,8.13,0.386,0.03,0.065,0.026,2.5,13.2,0.9,NA,"Meso","Meso","Meso","Oligo","Eu",67.5352226108544,"Meso"
"633","NCCA10-SCRO-10387_1_SURFACE",10041,"NCCA10-SCRO-10387",1,"7/27/10","SURFACE",32.5069,-80.4437,"Southeast","SE2_SE Barrier Is","SC",2010,9.57,0.816,0.034,0.171,0.045,1.7,10.5,0.5,NA,"Meso","Meso","Eu","Oligo","Eu",204.721326909358,"Eu"
"634","NCCA10-SCRO-10388_1_SURFACE",10042,"NCCA10-SCRO-10388",1,"7/14/10","SURFACE",32.8867,-79.8864,"Southeast","SE2_SE Barrier Is","SC",2010,6.57,0.423,0.08,0.057,0.033,5.3,16.3,0.9,NA,"Meso","Meso","Meso","Oligo","Eu",33.9233817974958,"Meso"
"635","NCCA10-SCRO-10390_1_SURFACE",10044,"NCCA10-SCRO-10390",1,"7/28/10","SURFACE",32.4218,-80.5726,"Southeast","SE2_SE Barrier Is","SC",2010,17.52,0.7,0.047,0.146,0.078,1.3,10.6,0.5,NA,"Meso","Meso","Eu","Oligo","Hyper",157.988603953227,"Eu"
"636","NCCA10-SCRT-10115_1_SURFACE",10045,"NCCA10-SCRT-10115",1,"7/28/10","SURFACE",32.3732,-80.4604,"Southeast","SE2_SE Barrier Is","SC",2010,15.61,0.62,0.051,0.137,0.056,2,10,0.6,NA,"Meso","Meso","Eu","Oligo","Hyper",142.528317941848,"Eu"
"637","NCCA10-SCRT-10116_1_SURFACE",10046,"NCCA10-SCRT-10116",1,"8/4/10","SURFACE",32.7871,-79.8867,"Southeast","SE2_SE Barrier Is","SC",2010,8.96,0.424,0.027,0.067,0.023,2.6,14,0.8,NA,"Meso","Meso","Meso","Oligo","Eu",87.9807996763448,"Eu"
"638","NCCA10-SCRT-10119_1_SURFACE",10047,"NCCA10-SCRT-10119",1,"7/21/10","SURFACE",32.5227,-80.3481,"Southeast","SE2_SE Barrier Is","SC",2010,13.6,0.656,0.049,0.111,0.058,1.9,13,0.6,NA,"Meso","Meso","Eu","Oligo","Hyper",132.511628774675,"Eu"
"639","NCCA10-SCRT-10121_1_SURFACE",10048,"NCCA10-SCRT-10121",1,"8/10/10","SURFACE",32.3263,-80.8342,"Southeast","SE2_SE Barrier Is","SC",2010,11.66,0.573,0.053,0.103,0.055,2.1,12.3,0.4,NA,"Meso","Meso","Eu","Oligo","Hyper",130.282371821796,"Eu"
"640","NCCA10-SCRT-10123_1_SURFACE",10049,"NCCA10-SCRT-10123",1,"7/20/10","SURFACE",32.7018,-80.7764,"Southeast","SE2_SE Barrier Is","SC",2010,14.89,0.765,0.031,0.156,0.062,1.1,10.8,0.3,NA,"Meso","Meso","Eu","Oligo","Hyper",206.320530340269,"Eu"
"641","NCCA10-SCRT-10127_1_SURFACE",10050,"NCCA10-SCRT-10127",1,"7/13/10","SURFACE",32.6467,-79.9937,"Southeast","SE2_SE Barrier Is","SC",2010,9.1,0.643,0.053,0.173,0.031,3.8,8.2,0.3,NA,"Meso","Meso","Eu","Oligo","Eu",202.289960030241,"Eu"
"642","NCCA10-SCRT-10129_1_SURFACE",10051,"NCCA10-SCRT-10129",1,"8/3/10","SURFACE",33.1903,-79.2923,"Southeast","SE2_SE Barrier Is","SC",2010,30.36,0.765,0.015,0.072,0.013,2.5,23.4,0.6,NA,"Eu","Meso","Meso","Oligo","Hyper",183.955828426026,"Eu"
"643","NCCA10-SCRT-10131_1_SURFACE",10052,"NCCA10-SCRT-10131",1,"7/27/10","SURFACE",32.579,-80.5335,"Southeast","SE2_SE Barrier Is","SC",2010,16.15,0.82,0.092,0.133,0.062,3.3,13.6,0.4,NA,"Meso","Meso","Eu","Oligo","Hyper",161.184247811368,"Eu"
"644","NCCA10-SCRT-10132_1_SURFACE",10053,"NCCA10-SCRT-10132",1,"7/14/10","SURFACE",32.8007,-79.983,"Southeast","SE2_SE Barrier Is","SC",2010,12.14,0.57,0.112,0.145,0.085,2.9,8.7,0.7,NA,"Meso","Meso","Eu","Oligo","Hyper",102.224238006228,"Eu"
"645","NCCA10-SCRT-10133_1_SURFACE",10054,"NCCA10-SCRT-10133",1,"8/11/10","SURFACE",32.1256,-80.9972,"Southeast","SE2_SE Barrier Is","SC",2010,7.5,0.96,0.193,0.095,0.058,7.3,22.3,0.4,NA,"Meso","Meso","Meso","Oligo","Eu",132.658175799722,"Eu"
"646","NCCA10-SPB002S_1_SURFACE",10055,"NCCA10-SPB002S",1,"8/31/10","SURFACE",38.0164,-122.3413,"West","West3_San Fran","CA",2010,2.29,0.564,0.357,0.113,0.107,7.3,11.1,1.4,NA,"Oligo","Meso","Eu","Meso","Meso",27.7468530978223,"Meso"
"647","NCCA10-SPB016S_1_SURFACE",10056,"NCCA10-SPB016S",1,"8/24/10","SURFACE",38.0631,-122.3756,"West","West3_San Fran","CA",2010,1.61,0.694,0.434,0.137,0.12,8,11.2,0.8,NA,"Oligo","Meso","Eu","Oligo","Oligo",72.0405780152113,"Meso"
"648","NCCA10-SPB080S_1_SURFACE",10057,"NCCA10-SPB080S",1,"8/24/10","SURFACE",38.0562,-122.3674,"West","West3_San Fran","CA",2010,1.92,0.723,0.441,0.142,0.12,8.1,11.2,0.7,NA,"Oligo","Meso","Eu","Oligo","Meso",82.6690583119561,"Meso"
"649","NCCA10-SPB135S_1_SURFACE",10058,"NCCA10-SPB135S",1,"8/31/10","SURFACE",38.0204,-122.4295,"West","West3_San Fran","CA",2010,3.77,0.636,0.406,0.123,0.112,8,11.5,1.3,NA,"Oligo","Meso","Eu","Meso","Meso",42.1872089590039,"Meso"
"650","NCCA10-SU016S_1_SURFACE",10059,"NCCA10-SU016S",1,"8/23/10","SURFACE",38.1019,-122.0174,"West","West3_San Fran","CA",2010,1.86,0.59,0.391,0.107,0.11,7.8,12.2,1,NA,"Oligo","Meso","Eu","Oligo","Meso",37.2594218640326,"Meso"
"651","NCCA10-SU073S_1_SURFACE",10060,"NCCA10-SU073S",1,"8/24/10","SURFACE",38.1107,-122.0489,"West","West3_San Fran","CA",2010,1.45,0.601,0.403,0.109,0.118,7.5,12.2,1.4,NA,"Oligo","Meso","Eu","Meso","Oligo",24.8781363234678,"Meso"
"652","NCCA10-SU085S_1_SURFACE",10061,"NCCA10-SU085S",1,"8/23/10","SURFACE",38.0858,-122.0504,"West","West3_San Fran","CA",2010,1.58,0.658,0.442,0.122,0.123,7.9,11.9,0.8,NA,"Oligo","Meso","Eu","Oligo","Oligo",58.1703479269945,"Meso"
"653","NCCA10-SU090S_1_SURFACE",10062,"NCCA10-SU090S",1,"8/23/10","SURFACE",38.0667,-121.9733,"West","West3_San Fran","CA",2010,1.63,0.558,0.364,0.107,0.108,7.4,11.5,0.8,NA,"Oligo","Meso","Eu","Oligo","Oligo",43.3088484719597,"Meso"
"654","NCCAGL10-1001_1_SURFACE",10807,"NCCAGL10-1001",1,"8/28/10","SURFACE",47.1412,-91.4503,"Great Lakes","GL1_Superior","MN",2010,0.65,0.461,0.376,0.004,0.004,207,284.3,9.9,NA,"Oligo","Meso","Oligo","Eu","Oligo",-330.124225632386,"Oligo"
"655","NCCAGL10-1005_1_SURFACE",10815,"NCCAGL10-1005",1,"8/19/10","SURFACE",46.7702,-91.6224,"Great Lakes","GL1_Superior","WI",2010,0.56,0.647,0.327,0.003,0.0027,NA,477.1,5.6,NA,"Oligo","Meso","Oligo","Eu","Oligo",-286.745487221985,"Oligo"
"656","NCCAGL10-1006_1_SURFACE",10817,"NCCAGL10-1006",1,"6/28/10","SURFACE",46.887,-88.3243,"Great Lakes","GL1_Superior","MI",2010,0.45,0.424,0.338,0.003,0.004,186.1,286.8,9,NA,"Oligo","Meso","Oligo","Eu","Oligo",-351.259407336329,"Oligo"
"657","NCCAGL10-1008_1_SURFACE",10820,"NCCAGL10-1008",1,"6/10/10","SURFACE",46.6853,-86.1697,"Great Lakes","GL1_Superior","MI",2010,0.85,0.371,0.348,0.005,0.005,153.3,162.1,7.9,NA,"Oligo","Meso","Oligo","Eu","Oligo",-327.739026755159,"Oligo"
"658","NCCAGL10-1010_1_SURFACE",10821,"NCCAGL10-1010",1,"6/14/10","SURFACE",46.9245,-87.8436,"Great Lakes","GL1_Superior","MI",2010,0.68,0.374,0.343,0.0012,0.005,151.1,NA,11.1,NA,"Oligo","Meso","Oligo","Eu","Oligo",-441.012307112368,"Oligo"
"659","NCCAGL10-1011_1_SURFACE",10822,"NCCAGL10-1011",1,"8/30/10","SURFACE",46.7905,-92.0448,"Great Lakes","GL1_Superior","MN",2010,0.52,0.48,0.356,0.005,0.005,156.8,204.6,7.4,NA,"Oligo","Meso","Oligo","Eu","Oligo",-304.054472696641,"Oligo"
"660","NCCAGL10-1012_1_SURFACE",10823,"NCCAGL10-1012",1,"6/11/10","SURFACE",46.7934,-85.2336,"Great Lakes","GL1_Superior","MI",2010,0.8,0.364,0.351,0.0012,0.005,154.6,NA,9.1,NA,"Oligo","Meso","Oligo","Eu","Oligo",-436.428815121755,"Oligo"
"661","NCCAGL10-1013_1_SURFACE",10824,"NCCAGL10-1013",1,"8/11/10","SURFACE",46.6729,-90.817,"Great Lakes","GL1_Superior","WI",2010,1.28,0.208,0.208,0.003,0.0027,NA,143.8,4.4,NA,"Oligo","Meso","Oligo","Eu","Oligo",-361.801854645222,"Oligo"
"662","NCCAGL10-1014_1_SURFACE",10825,"NCCAGL10-1014",1,"6/21/10","SURFACE",47.0429,-88.9813,"Great Lakes","GL1_Superior","MI",2010,0.63,0.381,0.351,0.0012,0.008,96.6,NA,9.6,NA,"Oligo","Meso","Oligo","Eu","Oligo",-446.472524811555,"Oligo"
"663","NCCAGL10-1015_1_SURFACE",10826,"NCCAGL10-1015",1,"6/7/10","SURFACE",46.512,-87.1486,"Great Lakes","GL1_Superior","MI",2010,0.83,0.36,0.351,0.006,0.005,154.6,138.5,10.4,NA,"Oligo","Meso","Oligo","Eu","Oligo",-327.913070774786,"Oligo"
"664","NCCAGL10-1019_1_SURFACE",10829,"NCCAGL10-1019",1,"8/19/10","SURFACE",46.729,-91.7886,"Great Lakes","GL1_Superior","WI",2010,0.45,0.336,0.336,0.002,0.0027,NA,337.8,7.9,NA,"Oligo","Meso","Oligo","Eu","Oligo",-384.790287845678,"Oligo"
"665","NCCAGL10-1021_1_SURFACE",10830,"NCCAGL10-1021",1,"6/9/10","SURFACE",46.7203,-85.7628,"Great Lakes","GL1_Superior","MI",2010,0.72,0.365,0.35,0.004,0.005,154.1,193.7,9.9,NA,"Oligo","Meso","Oligo","Eu","Oligo",-353.653792767647,"Oligo"
"666","NCCAGL10-1022_1_SURFACE",10831,"NCCAGL10-1022",1,"6/22/10","SURFACE",46.7308,-89.9682,"Great Lakes","GL1_Superior","MI",2010,2.19,0.398,0.351,0.0012,0.008,96.6,NA,8.3,NA,"Oligo","Meso","Oligo","Eu","Meso",-437.288376994842,"Oligo"
